Date,Source,Campaign,Spend,Clicks,Impressions,AdGroup,Ad
2024-02-17,Google Ads,performancemax_eng_DE,165.21,705,80366,,
2024-02-17,Facebook Ads,04.07.23recentlymoved_DE,3.12,4,296,recentlymoved,bloggersvideo11
2024-02-17,Facebook Ads,02.07.23wide_DE,0.25,0,26,wide,v15com
2024-02-17,Facebook Ads,04.07.23recentlymoved_DE,3.19,9,359,recentlymoved,bloggersvideo9com
2024-02-17,Tiktok Ads,12.07.2023wide_DE,10.6,23,2852,wide,bloggersvideo11
2024-02-17,Tiktok Ads,12.07.2023wide_DE,0.75,1,205,wide,bloggersvideo5
2024-02-17,Facebook Ads,04.07.23recentlymoved_DE,0.05,0,1,recentlymoved,v15com
2024-02-17,Facebook Ads,03.07.23women,4.25,6,405,women,bloggersvideo9com
2024-02-17,Tiktok Ads,12.07.2023wide_DE,6.82,23,1853,wide,bloggersvideo9com
2024-02-17,Facebook Ads,07.07.23LAL_DE,3.26,7,281,LAL1,bloggersvideo8com
2024-02-05,Facebook Ads,,0.0,0,0,,
2024-02-17,Facebook Ads,04.07.23recentlymoved_DE,5.8,3,394,recentlymoved,bloggersvideo8com
2024-02-17,Facebook Ads,02.07.23wide_DE,16.68,23,1412,wide,bloggersvideo11
2024-02-17,Facebook Ads,02.07.23wide_DE,0.05,0,3,wide,v16com
2024-02-17,Facebook Ads,02.07.23wide_DE,0.02,0,1,wide,v12com_python
2024-02-05,Tiktok Ads,,0.0,0,0,,
2024-02-17,Tiktok Ads,12.07.2023wide_DE,1.3,5,469,wide,bloggersvideo8com
2024-02-17,Facebook Ads,04.07.23recentlymoved_DE,1.21,1,130,recentlymoved,v16
2024-02-17,Facebook Ads,12.09.23interests_Uxui_DE,0.44,0,34,interest_programming_WebDev,v11comwebdev
2024-02-17,Facebook Ads,12.09.23interests_Uxui_DE,1.25,1,114,interest_work_WebDev,v11comwebdev
2024-02-17,Facebook Ads,03.07.23women,2.59,3,222,women,v16
2024-02-06,Tiktok Ads,,0.0,0,0,,
2024-02-06,Bloggers,,0.0,2,117,,
2024-02-06,Webinar,,0.0,0,0,,
2024-02-17,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-17,Facebook Ads,12.09.23interests_Uxui_DE,6.61,10,678,interest_programming_WebDev,bloggersvideo5
2024-02-06,Youtube Ads,,0.0,0,0,,
2024-02-06,Facebook Ads,,0.0,0,0,,
2024-02-06,Telegram posts,,0.0,0,0,,
2024-02-06,Google Ads,,0.0,0,0,,
2024-02-06,Bloggers,,0.0,0,0,,
2024-02-06,Organic,,0.0,250,0,,
2024-02-06,CRM,,0.0,43,0,,
2024-02-06,SMM,,0.0,38,0,,
2024-02-17,Facebook Ads,07.07.23LAL_DE,5.92,12,578,LAL1,bloggersvideo9com
2024-02-17,Facebook Ads,24.09.23retargeting_DE,9.55,15,821,retargeting,bloggersvideo5
2024-02-18,Tiktok Ads,12.07.2023wide_DE,7.16,16,1759,wide,bloggersvideo4com
2024-02-18,Tiktok Ads,12.07.2023wide_DE,0.3,0,57,wide,v15
2024-02-18,Facebook Ads,03.07.23women,0.01,0,1,women,v14
2024-02-18,Facebook Ads,03.07.23women,1.45,2,92,women,bloggersvideo8com
2024-02-18,Facebook Ads,12.09.23interests_Uxui_DE,7.54,11,836,interest_programming_WebDev,bloggersvideo5
2024-02-18,Facebook Ads,04.07.23recentlymoved_DE,4.93,6,472,recentlymoved,bloggersvideo9com
2024-02-18,Tiktok Ads,12.07.2023wide_DE,8.58,20,2589,wide,v13com_python
2024-02-06,Partnership,,0.0,1,0,,
2024-02-18,Facebook Ads,07.07.23LAL_DE,2.68,3,277,LAL1,bloggersvideo8com
2024-02-07,Facebook Ads,,0.0,0,0,,
2024-02-18,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v1webinar
2024-02-18,Facebook Ads,03.07.23women,4.12,4,366,women,bloggersvideo11
2024-02-18,Google Ads,performancemax_eng_DE,131.66,511,71552,,
2024-02-18,Facebook Ads,12.09.23interests_Uxui_DE,0.0,0,2,interest_programming_WebDev,v11comwebdev
2024-02-18,Facebook Ads,24.09.23retargeting_DE,10.99,19,858,retargeting,bloggersvideo5
2024-02-18,Tiktok Ads,12.07.2023wide_DE,8.75,28,2523,wide,bloggersvideo11
2024-02-18,Tiktok Ads,12.07.2023wide_DE,0.41,0,133,wide,v16com
2024-02-18,Facebook Ads,03.07.23women,5.56,10,590,women,bloggersvideo9com
2024-02-18,Facebook Ads,02.07.23wide_DE,0.02,0,3,wide,v16com
2024-02-18,Tiktok Ads,12.07.2023wide_DE,0.84,0,229,wide,bloggersvideo5
2024-02-18,Facebook Ads,02.07.23wide_DE,0.01,0,1,wide,bloggersvideo10com_python
2024-02-18,Facebook Ads,12.09.23interests_Uxui_DE,6.67,14,735,interest_work_WebDev,bloggersvideo5
2024-02-18,Facebook Ads,07.07.23LAL_DE,0.0,0,1,LAL1,v14
2024-02-18,Facebook Ads,07.07.23LAL_DE,6.25,5,617,LAL1,bloggersvideo11
2024-02-18,Tiktok Ads,12.07.2023wide_DE,0.07,0,32,wide,v12com_python
2024-02-07,Webinar,,0.0,0,0,,
2024-02-18,Facebook Ads,04.07.23recentlymoved_DE,4.26,5,421,recentlymoved,bloggersvideo11
2024-02-18,Facebook Ads,24.09.23retargeting_DE,1.56,1,138,retargeting,v11comwebdev
2024-02-18,Facebook Ads,02.07.23wide_DE,14.48,11,1636,wide,bloggersvideo11
2024-02-18,Tiktok Ads,12.07.2023wide_DE,2.19,4,569,wide,bloggersvideo8com
2024-02-18,Tiktok Ads,12.07.2023wide_DE,7.7,13,2105,wide,bloggersvideo9com
2024-02-18,Facebook Ads,02.07.23wide_DE,0.05,0,5,wide,v12com_python
2024-02-18,Facebook Ads,03.07.23women,0.83,1,93,women,v16
2024-02-18,Facebook Ads,12.09.23interests_Uxui_DE,2.65,2,206,interest_work_WebDev,v11comwebdev
2024-02-07,SMM,,0.0,240,0,,
2024-02-18,Facebook Ads,03.07.23women,0.94,2,97,women,v15
2024-02-18,Facebook Ads,02.07.23wide_DE,8.35,10,778,wide,v15
2024-02-18,Facebook Ads,04.07.23recentlymoved_DE,0.38,2,47,recentlymoved,v16
2024-02-07,Telegram posts,,0.0,0,0,,
2024-02-07,Bloggers,,0.0,2,78,,
2024-02-18,Facebook Ads,02.07.23wide_DE,0.1,0,11,wide,v15com
2024-02-07,Tiktok Ads,,0.0,0,0,,
2024-02-18,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-07,Youtube Ads,,0.0,0,0,,
2024-02-18,Facebook Ads,04.07.23recentlymoved_DE,4.32,8,308,recentlymoved,bloggersvideo8com
2024-02-18,Facebook Ads,04.07.23recentlymoved_DE,1.52,0,156,recentlymoved,v15
2024-02-07,Bloggers,,0.0,0,0,,
2024-02-07,Organic,,0.0,257,0,,
2024-02-18,Facebook Ads,07.07.23LAL_DE,7.94,15,984,LAL1,bloggersvideo9com
2024-02-07,CRM,,0.0,38,0,,
2024-02-07,Google Ads,,0.0,0,0,,
2024-02-07,Partnership,,0.0,3,0,,
2024-02-19,Tiktok Ads,12.07.2023wide_DE,1.13,3,316,wide,bloggersvideo8com
2024-02-19,Tiktok Ads,12.07.2023wide_DE,10.65,29,3063,wide,bloggersvideo11
2024-02-19,Facebook Ads,07.07.23LAL_DE,2.81,3,260,LAL1,bloggersvideo8com
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,0.3,1,30,recentlymoved,v16
2024-02-19,Tiktok Ads,12.07.2023wide_DE,1.26,3,465,wide,bloggersvideo5
2024-02-19,Tiktok Ads,12.07.2023wide_DE,8.77,16,2951,wide,v13com_python
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,2.9,4,244,recentlymoved,bloggersvideo9com
2024-02-19,Facebook Ads,09.02.24berlin_dd_DE,0.0,0,1,berlin_wide,b4de
2024-02-19,Facebook Ads,02.07.23wide_DE,0.1,0,9,wide,v15com
2024-02-19,Facebook Ads,02.07.23wide_DE,10.97,13,1140,wide,v15
2024-02-08,Tiktok Ads,,0.0,0,0,,
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,0.0,0,1,recentlymoved,v14
2024-02-19,Facebook Ads,12.09.23interests_Uxui_DE,0.23,1,11,interest_programming_WebDev,v11comwebdev
2024-02-19,Facebook Ads,12.09.23interests_Uxui_DE,6.49,11,780,interest_work_WebDev,bloggersvideo5
2024-02-08,Organic,,0.0,277,0,,
2024-02-19,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v3webinar
2024-02-19,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v1webinar
2024-02-08,Google Ads,,0.0,0,0,,
2024-02-19,Facebook Ads,03.07.23women,0.9,0,65,women,bloggersvideo8com
2024-02-19,Facebook Ads,24.09.23retargeting_DE,10.43,15,916,retargeting,bloggersvideo5
2024-02-19,Facebook Ads,03.07.23women,0.58,0,65,women,v16
2024-02-19,Facebook Ads,03.07.23women,2.63,2,248,women,v15
2024-02-08,Webinar,,0.0,0,0,,
2024-02-08,Partnership,,0.0,14,0,,
2024-02-19,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-08,SMM,,0.0,165,0,,
2024-02-19,Facebook Ads,02.07.23wide_DE,12.11,9,1314,wide,bloggersvideo11
2024-02-08,Bloggers,,0.0,0,160,,
2024-02-19,Facebook Ads,09.02.24berlin_dd_DE,0.1,1,7,berlin_wide,b3de
2024-02-19,Facebook Ads,24.09.23retargeting_DE,1.52,1,109,retargeting,v11comwebdev
2024-02-19,Facebook Ads,12.09.23interests_Uxui_DE,2.12,4,217,interest_work_WebDev,v11comwebdev
2024-02-19,Facebook Ads,12.09.23interests_Uxui_DE,6.85,8,762,interest_programming_WebDev,bloggersvideo5
2024-02-19,Tiktok Ads,12.07.2023wide_DE,0.59,1,162,wide,v15
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,4.45,3,431,recentlymoved,v15
2024-02-19,Facebook Ads,09.02.24berlin_dd_DE,0.0,0,1,berlin_wide,b2de
2024-02-08,Bloggers,,0.0,0,0,,
2024-02-08,Telegram posts,,0.0,0,0,,
2024-02-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo10com_python
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,4.45,3,489,recentlymoved,bloggersvideo11
2024-02-19,Facebook Ads,04.07.23recentlymoved_DE,2.59,1,199,recentlymoved,bloggersvideo8com
2024-02-19,Tiktok Ads,12.07.2023wide_DE,0.06,0,18,wide,v12com_python
2024-02-19,Facebook Ads,02.07.23wide_DE,0.01,0,1,wide,v12com_python
2024-02-08,CRM,,0.0,45,0,,
2024-02-19,Tiktok Ads,12.07.2023wide_DE,4.29,14,1299,wide,bloggersvideo9com
2024-02-19,Google Ads,performancemax_eng_DE,137.4,382,48958,,
2024-02-19,Facebook Ads,03.07.23women,3.23,3,383,women,bloggersvideo11
2024-02-19,Tiktok Ads,12.07.2023wide_DE,8.19,22,2686,wide,bloggersvideo4com
2024-02-19,Facebook Ads,07.07.23LAL_DE,6.36,13,672,LAL1,bloggersvideo11
2024-02-08,Facebook Ads,,0.0,0,0,,
2024-02-19,Facebook Ads,09.02.24berlin_dd_DE,3.16,5,200,berlin_wide,b1de
2024-02-19,Facebook Ads,03.07.23women,4.8,5,524,women,bloggersvideo9com
2024-02-19,Facebook Ads,02.07.23wide_DE,0.02,0,1,wide,v14
2024-02-19,Tiktok Ads,12.07.2023wide_DE,1.05,3,272,wide,v16com
2024-02-08,Youtube Ads,,0.0,0,0,,
2024-02-09,Bloggers,,0.0,0,98,,
2024-02-09,CRM,,0.0,36,0,,
2024-02-19,Facebook Ads,07.07.23LAL_DE,7.08,15,836,LAL1,bloggersvideo9com
2024-02-19,Facebook Ads,03.07.23women,0.0,0,1,women,v15com
2024-02-20,Facebook Ads,09.02.24berlin_dd_DE,11.7,17,749,berlin_wide,b1de
2024-02-20,Tiktok Ads,12.07.2023wide_DE,6.45,7,2004,wide,v13com_python
2024-02-20,Tiktok Ads,12.07.2023wide_DE,12.14,32,3484,wide,bloggersvideo11
2024-02-20,Facebook Ads,24.09.23retargeting_DE,10.09,11,827,retargeting,bloggersvideo5
2024-02-20,Facebook Ads,07.07.23LAL_DE,0.06,0,2,LAL1,v15com
2024-02-09,Bloggers,,0.0,0,0,,
2024-02-20,Facebook Ads,12.09.23interests_Uxui_DE,3.44,2,255,interest_work_WebDev,v11comwebdev
2024-02-20,Tiktok Ads,12.07.2023wide_DE,10.08,36,2978,wide,bloggersvideo4com
2024-02-20,Tiktok Ads,12.07.2023wide_DE,1.52,1,357,wide,v16com
2024-02-20,Facebook Ads,03.07.23women,2.05,2,180,women,bloggersvideo11
2024-02-20,Facebook Ads,12.09.23interests_Uxui_DE,0.01,0,1,interest_programming_WebDev,v11comwebdev
2024-02-20,Facebook Ads,12.09.23interests_Uxui_DE,5.34,5,472,interest_programming_WebDev,bloggersvideo5
2024-02-20,Facebook Ads,02.07.23wide_DE,15.44,22,1627,wide,v15
2024-02-20,Facebook Ads,07.07.23LAL_DE,0.06,0,1,LAL1,v14
2024-02-20,Tiktok Ads,12.07.2023wide_DE,1.54,6,400,wide,v15
2024-02-20,Facebook Ads,03.07.23women,2.66,2,280,women,v15
2024-02-20,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo9com
2024-02-20,Facebook Ads,04.07.23recentlymoved_DE,0.05,0,2,recentlymoved,v12com_python
2024-02-20,Facebook Ads,07.07.23LAL_DE,3.84,5,382,LAL1,bloggersvideo11
2024-02-20,Tiktok Ads,12.07.2023wide_DE,2.27,5,521,wide,bloggersvideo5
2024-02-20,Facebook Ads,04.07.23recentlymoved_DE,0.01,0,2,recentlymoved,v16
2024-02-20,Facebook Ads,02.07.23wide_DE,0.02,0,1,wide,v16com
2024-02-20,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo8com
2024-02-20,Facebook Ads,07.07.23LAL_DE,9.37,21,797,LAL1,bloggersvideo9com
2024-02-09,Tiktok Ads,,0.0,0,0,,
2024-02-20,Facebook Ads,12.09.23interests_Uxui_DE,6.89,16,693,interest_work_WebDev,bloggersvideo5
2024-02-09,Telegram posts,,0.0,0,0,,
2024-02-20,Facebook Ads,04.07.23recentlymoved_DE,8.39,13,997,recentlymoved,v15
2024-02-20,Facebook Ads,09.02.24berlin_dd_DE,0.26,1,21,berlin_wide,b3de
2024-02-20,Facebook Ads,09.02.24berlin_dd_DE,0.01,0,2,berlin_wide,b4de
2024-02-09,Youtube Ads,,0.0,0,0,,
2024-02-09,SMM,,0.0,30,0,,
2024-02-09,Partnership,,0.0,8,0,,
2024-02-20,Facebook Ads,24.09.23retargeting_DE,1.46,1,104,retargeting,v11comwebdev
2024-02-20,Facebook Ads,02.07.23wide_DE,8.46,10,843,wide,bloggersvideo11
2024-02-20,Facebook Ads,07.07.23LAL_DE,3.89,8,279,LAL1,bloggersvideo8com
2024-02-20,Facebook Ads,03.07.23women,0.62,0,48,women,bloggersvideo8com
2024-02-20,Google Ads,performancemax_eng_DE,129.04,285,29324,,
2024-02-09,Webinar,,0.0,0,0,,
2024-02-09,Organic,,0.0,302,0,,
2024-02-20,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v1webinar
2024-02-09,Google Ads,,0.0,0,0,,
2024-02-20,Facebook Ads,03.07.23women,2.44,6,206,women,v16
2024-02-20,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,2,recentlymoved,v15com
2024-02-20,Facebook Ads,03.07.23women,4.18,4,373,women,bloggersvideo9com
2024-02-09,Facebook Ads,,0.0,0,0,,
2024-02-10,Tiktok Ads,,0.0,0,0,,
2024-02-20,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-10,Youtube Ads,,0.0,0,0,,
2024-02-20,Facebook Ads,02.07.23wide_DE,0.16,0,9,wide,v15com
2024-02-10,SMM,,0.0,15,0,,
2024-02-20,Facebook Ads,04.07.23recentlymoved_DE,5.76,7,465,recentlymoved,bloggersvideo11
2024-02-21,Facebook Ads,12.09.23interests_Uxui_DE,5.64,9,525,interest_programming_WebDev,bloggersvideo5
2024-02-10,Facebook Ads,,0.0,0,0,,
2024-02-21,Facebook Ads,02.07.23wide_DE,0.04,0,2,wide,v12com_python
2024-02-21,Tiktok Ads,12.07.2023wide_DE,8.36,25,2160,wide,v15
2024-02-21,Facebook Ads,03.07.23women,0.01,0,1,women,v15com
2024-02-21,Facebook Ads,03.07.23women,7.49,10,777,women,bloggersvideo9com
2024-02-21,Tiktok Ads,12.07.2023wide_DE,0.51,0,122,wide,v16com
2024-02-21,Facebook Ads,07.07.23LAL_DE,0.1,0,12,LAL1,bloggersvideo9com
2024-02-21,Facebook Ads,12.09.23interests_Uxui_DE,6.28,3,603,interest_work_WebDev,bloggersvideo5
2024-02-21,Tiktok Ads,12.07.2023wide_DE,10.47,20,3045,wide,bloggersvideo11
2024-02-21,Facebook Ads,24.09.23retargeting_DE,1.96,0,72,retargeting,v11comwebdev
2024-02-21,Facebook Ads,02.07.23wide_DE,0.06,0,6,wide,v15com
2024-02-21,Facebook Ads,02.07.23wide_DE,0.02,0,2,wide,v14
2024-02-21,Facebook Ads,04.07.23recentlymoved_DE,6.19,12,590,recentlymoved,bloggersvideo11
2024-02-21,Facebook Ads,07.07.23LAL_DE,0.02,0,6,LAL1,bloggersvideo8com
2024-02-21,Facebook Ads,03.07.23women,1.51,2,130,women,v16
2024-02-21,Tiktok Ads,12.07.2023wide_DE,7.91,26,2177,wide,bloggersvideo4com
2024-02-21,Tiktok Ads,12.07.2023wide_DE,1.25,3,262,wide,bloggersvideo5
2024-02-21,Facebook Ads,09.02.24berlin_dd_DE,0.65,0,28,berlin_wide,b3de
2024-02-21,Facebook Ads,04.07.23recentlymoved_DE,0.4,1,40,recentlymoved,v16
2024-02-21,Tiktok Ads,12.07.2023wide_DE,5.5,16,1538,wide,v13com_python
2024-02-21,Facebook Ads,24.09.23retargeting_DE,9.05,8,864,retargeting,bloggersvideo5
2024-02-21,Facebook Ads,02.07.23wide_DE,10.56,20,1048,wide,bloggersvideo11
2024-02-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo8com
2024-02-21,Facebook Ads,07.07.23LAL_DE,0.04,0,3,LAL1,bloggersvideo11
2024-02-21,Facebook Ads,03.07.23women,1.25,0,129,women,bloggersvideo11
2024-02-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo9com
2024-02-10,Telegram posts,,0.0,0,0,,
2024-02-10,Telegram posts,,0.0,23,900,,
2024-02-10,CRM,,0.0,9,0,,
2024-02-21,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,4,recentlymoved,v15com
2024-02-21,Facebook Ads,03.07.23women,0.95,1,69,women,bloggersvideo8com
2024-02-21,Facebook Ads,09.02.24berlin_dd_DE,0.04,0,1,berlin_wide,b4de
2024-02-10,Partnership,,0.0,1,0,,
2024-02-21,Youtube Ads,youtube_shorts_DE,7.98,23,2946,Com_august,bloggersvideo9com
2024-02-21,Facebook Ads,02.07.23wide_DE,12.79,9,1471,wide,v15
2024-02-21,Facebook Ads,12.09.23interests_Uxui_DE,3.34,5,269,interest_work_WebDev,v11comwebdev
2024-02-21,Youtube Ads,youtube_shorts_DE,16.98,80,10755,Com_august,bloggersvideo11
2024-02-21,Google Ads,performancemax_eng_DE,138.28,382,38250,,
2024-02-10,Bloggers,,0.0,0,0,,
2024-02-10,Google Ads,,0.0,0,0,,
2024-02-21,Facebook Ads,03.07.23women,0.65,0,95,women,v15
2024-02-10,Organic,,0.0,139,0,,
2024-02-21,Youtube Ads,youtube_shorts_DE,8.06,41,3135,Com_august,bloggersvideo10
2024-02-10,Bloggers,,0.0,0,34,,
2024-02-21,Facebook Ads,04.07.23recentlymoved_DE,7.44,9,890,recentlymoved,v15
2024-02-10,Webinar,,0.0,0,0,,
2024-02-21,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-21,Facebook Ads,02.07.23wide_DE,0.0,0,1,wide,bloggersvideo10com_python
2024-02-11,Bloggers,,0.0,0,0,,
2024-02-11,Bloggers,,0.0,0,27,,
2024-02-11,Organic,,0.0,155,0,,
2024-02-21,Facebook Ads,09.02.24berlin_dd_DE,11.11,16,734,berlin_wide,b1de
2024-02-22,Tiktok Ads,12.07.2023wide_DE,1.28,6,349,wide,bloggersvideo5
2024-02-22,Facebook Ads,12.09.23interests_Uxui_DE,0.19,0,9,interest_programming_WebDev,v11comwebdev
2024-02-11,Partnership,,0.0,0,0,,
2024-02-22,Facebook Ads,04.07.23recentlymoved_DE,0.0,0,3,recentlymoved,v15com
2024-02-22,Facebook Ads,12.09.23interests_Uxui_DE,6.49,11,587,interest_programming_WebDev,bloggersvideo5
2024-02-22,Facebook Ads,02.07.23wide_DE,0.01,0,1,wide,v12com_python
2024-02-22,Facebook Ads,02.07.23wide_DE,0.26,0,14,wide,v15com
2024-02-22,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo9com
2024-02-22,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v2webinar
2024-02-22,Facebook Ads,09.02.24berlin_dd_DE,11.29,24,828,berlin_wide,b1de
2024-02-22,Facebook Ads,09.02.24berlin_dd_DE,0.04,0,1,berlin_wide,b4de
2024-02-22,Facebook Ads,09.02.24berlin_dd_DE,0.6,2,31,berlin_wide,b3de
2024-02-11,CRM,,0.0,6,0,,
2024-02-22,Facebook Ads,24.09.23retargeting_DE,0.83,0,51,retargeting,v11comwebdev
2024-02-22,Tiktok Ads,12.07.2023wide_DE,5.55,11,2029,wide,v13com_python
2024-02-22,Facebook Ads,04.07.23recentlymoved_DE,5.42,4,661,recentlymoved,v15
2024-02-22,Youtube Ads,youtube_shorts_DE,98.34,357,52459,Com_august,bloggersvideo11
2024-02-11,Google Ads,,0.0,0,0,,
2024-02-22,Facebook Ads,04.07.23recentlymoved_DE,2.99,5,332,recentlymoved,v16
2024-02-11,Webinar,,0.0,0,0,,
2024-02-11,Tiktok Ads,,0.0,0,0,,
2024-02-22,Facebook Ads,02.07.23wide_DE,13.04,15,1613,wide,v15
2024-02-22,Facebook Ads,02.07.23wide_DE,0.11,1,3,wide,v16com
2024-02-22,Facebook Ads,03.07.23women,0.89,0,119,women,v16
2024-02-22,Facebook Ads,02.07.23wide_DE,10.13,9,1139,wide,bloggersvideo11
2024-02-22,Tiktok Ads,12.07.2023wide_DE,12.02,26,4511,wide,v15
2024-02-22,Facebook Ads,04.07.23recentlymoved_DE,5.68,6,610,recentlymoved,bloggersvideo11
2024-02-11,Facebook Ads,,0.0,0,0,,
2024-02-22,Facebook Ads,12.09.23interests_Uxui_DE,1.8,1,173,interest_work_WebDev,v11comwebdev
2024-02-22,Facebook Ads,02.07.23wide_DE,0.06,0,7,wide,bloggersvideo10com_python
2024-02-22,Facebook Ads,02.07.23wide_DE,0.01,0,2,wide,v14
2024-02-22,Tiktok Ads,12.07.2023wide_DE,0.3,0,113,wide,v16com
2024-02-22,Tiktok Ads,12.07.2023wide_DE,5.39,14,1968,wide,bloggersvideo11
2024-02-22,Tiktok Ads,12.07.2023wide_DE,9.46,25,3620,wide,bloggersvideo4com
2024-02-22,Facebook Ads,12.09.23interests_Uxui_DE,6.65,10,647,interest_work_WebDev,bloggersvideo5
2024-02-22,Facebook Ads,03.07.23women,0.73,2,86,women,bloggersvideo11
2024-02-22,Facebook Ads,03.07.23women,8.12,12,971,women,bloggersvideo9com
2024-02-22,Youtube Ads,youtube_shorts_DE,34.29,74,13683,Com_august,bloggersvideo9com
2024-02-11,Telegram posts,,0.0,0,0,,
2024-02-11,SMM,,0.0,21,0,,
2024-02-11,Telegram posts,,0.0,14,1132,,
2024-02-22,Facebook Ads,03.07.23women,0.32,0,44,women,v15
2024-02-11,Youtube Ads,,0.0,0,0,,
2024-02-12,Bloggers,,0.0,0,0,,
2024-02-22,Facebook Ads,03.07.23women,1.56,0,110,women,bloggersvideo8com
2024-02-12,Bloggers,,0.0,6,23,,
2024-02-22,Facebook Ads,03.07.23women,0.01,0,1,women,v15com
2024-02-22,Facebook Ads,24.09.23retargeting_DE,10.13,13,960,retargeting,bloggersvideo5
2024-02-22,Google Ads,performancemax_eng_DE,131.26,578,71561,,
2024-02-22,Youtube Ads,youtube_shorts_DE,26.09,98,6289,Com_august,bloggersvideo10
2024-02-12,Facebook Ads,,0.0,0,0,,
2024-02-23,Facebook Ads,12.09.23interests_Uxui_DE,0.01,0,2,interest_programming_WebDev,v11comwebdev
2024-02-23,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,3,recentlymoved,v12com_python
2024-02-23,Tiktok Ads,12.07.2023wide_DE,1.34,3,335,wide,bloggersvideo5
2024-02-23,Tiktok Ads,12.07.2023wide_DE,10.14,14,3078,wide,bloggersvideo4com
2024-02-23,Facebook Ads,03.07.23women,0.18,0,10,women,v15
2024-02-23,Facebook Ads,02.07.23wide_DE,0.06,0,2,wide,v14
2024-02-12,Google Ads,,0.0,0,0,,
2024-02-12,Webinar,,0.0,0,0,,
2024-02-12,Organic,,0.0,216,0,,
2024-02-23,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,bloggersvideo9com
2024-02-23,Facebook Ads,03.07.23women,3.94,3,335,women,bloggersvideo11
2024-02-23,Facebook Ads,12.09.23interests_Uxui_DE,6.64,14,733,interest_work_WebDev,bloggersvideo5
2024-02-12,CRM,,0.0,18,0,,
2024-02-23,Youtube Ads,youtube_shorts_DE,35.28,83,8518,Com_august,bloggersvideo10
2024-02-12,Tiktok Ads,,0.0,0,0,,
2024-02-23,Facebook Ads,02.07.23wide_DE,0.1,0,3,wide,v12com_python
2024-02-12,Telegram posts,,0.0,0,0,,
2024-02-12,SMM,,0.0,27,0,,
2024-02-23,Facebook Ads,04.07.23recentlymoved_DE,5.66,7,662,recentlymoved,v15
2024-02-12,Youtube Ads,,0.0,0,0,,
2024-02-12,Telegram posts,,0.0,15,1103,,
2024-02-23,Facebook Ads,24.09.23retargeting_DE,10.24,9,983,retargeting,bloggersvideo5
2024-02-12,Partnership,,0.0,12,0,,
2024-02-23,Youtube Ads,youtube_shorts_DE,40.44,95,17378,Com_august,bloggersvideo9com
2024-02-23,Facebook Ads,03.07.23women,0.42,0,33,women,bloggersvideo8com
2024-02-23,Google Ads,performancemax_eng_DE,109.8,270,27822,,
2024-02-23,Webinar,15.11.23wide_webinar_DE,0.0,0,0,wide,v1webinar
2024-02-23,Tiktok Ads,12.07.2023wide_DE,8.2,18,2307,wide,bloggersvideo11
2024-02-23,Tiktok Ads,12.07.2023wide_DE,0.37,1,114,wide,v16com
2024-02-23,Facebook Ads,02.07.23wide_DE,0.01,0,4,wide,bloggersvideo10com_python
2024-02-23,Facebook Ads,04.07.23recentlymoved_DE,0.06,0,7,recentlymoved,v15com
2024-02-23,Facebook Ads,09.02.24berlin_dd_DE,11.7,16,755,berlin_wide,b1de
2024-02-23,Facebook Ads,12.09.23interests_Uxui_DE,6.54,16,632,interest_programming_WebDev,bloggersvideo5
2024-02-23,Facebook Ads,02.07.23wide_DE,12.65,19,1406,wide,v15
2024-02-23,Facebook Ads,09.02.24berlin_dd_DE,0.0,0,2,berlin_wide,b4de
2024-02-23,Tiktok Ads,12.07.2023wide_DE,6.48,10,1967,wide,v13com_python
2024-02-23,Facebook Ads,04.07.23recentlymoved_DE,3.43,11,408,recentlymoved,v16
2024-02-23,Facebook Ads,02.07.23wide_DE,7.7,18,971,wide,bloggersvideo11
2024-02-23,Tiktok Ads,12.07.2023wide_DE,7.47,18,2572,wide,v15
